,0,1,2,3,4,5,6,7,8,9,10,11,12,13
223,2,4,8,2.378414230005442,1.5625,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.48999999999999994,1.75,1.624504792712471,1
224,2,4,8,2.378414230005442,1.5625,1.5625,1.953125,1.25,0.528067042076036,0.36,0.36,1.5,1.515716566510398,0
225,2,4,8,2.378414230005442,1.5625,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.25,1.25,1.4142135623730951,-1
226,2,4,8,2.378414230005442,1.5625,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,0.16000000000000003,1.0,1.3195079107728942,-2
227,2,4,8,2.378414230005442,1.5625,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,0.010000000000000002,0.25,1.0717734625362931,-3
228,2,4,8,2.378414230005442,1.5625,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,0.04000000000000001,0.5,1.148698354997035,-4
229,2,4,8,2.378414230005442,1.5625,1.5625,1.953125,1.25,0.22202484134768558,0.09,0.09,0.75,1.2311444133449163,-5
230,3,9,27,3.9482220388574776,1.953125,1.5625,1.953125,1.25,1.0,1.0,1.0,3.75,3.0,4
231,3,9,27,3.9482220388574776,1.953125,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.7290000000000001,3.375,2.6878753795222865,3
232,3,9,27,3.9482220388574776,1.953125,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.5120000000000001,3.0000000000000004,2.4082246852806923,2
233,3,9,27,3.9482220388574776,1.953125,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.3429999999999999,2.6249999999999996,2.157669279974593,1
234,3,9,27,3.9482220388574776,1.953125,1.5625,1.953125,1.25,0.528067042076036,0.36,0.21599999999999997,2.25,1.9331820449317627,0
235,3,9,27,3.9482220388574776,1.953125,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.125,1.875,1.7320508075688772,-1
236,3,9,27,3.9482220388574776,1.953125,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,0.06400000000000002,1.5000000000000002,1.5518455739153598,-2
237,3,9,27,3.9482220388574776,1.953125,1.5625,1.953125,1.25,0.22202484134768558,0.09,0.026999999999999996,1.125,1.3903891703159093,-3
238,3,9,27,3.9482220388574776,1.953125,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,0.008000000000000002,0.7500000000000001,1.2457309396155174,-4
239,3,9,27,3.9482220388574776,1.953125,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,0.0010000000000000002,0.37500000000000006,1.1161231740339044,-5
240,4,16,64,5.656854249492381,2.44140625,1.5625,1.953125,1.25,1.0,1.0,1.0,5.0,4.0,4
241,4,16,64,5.656854249492381,2.44140625,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.6561,4.5,3.4822022531844965,3
242,4,16,64,5.656854249492381,2.44140625,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.4096000000000001,4.0,3.0314331330207964,2
243,4,16,64,5.656854249492381,2.44140625,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.24009999999999995,3.5,2.6390158215457884,1
244,4,16,64,5.656854249492381,2.44140625,1.5625,1.953125,1.25,0.528067042076036,0.36,0.1296,3.0,2.2973967099940698,0
245,4,16,64,5.656854249492381,2.44140625,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.0625,2.5,2.0,-1
246,4,16,64,5.656854249492381,2.44140625,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,0.025600000000000005,2.0,1.7411011265922482,-2
247,4,16,64,5.656854249492381,2.44140625,1.5625,1.953125,1.25,0.22202484134768558,0.09,0.0081,1.5,1.515716566510398,-3
248,4,16,64,5.656854249492381,2.44140625,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,0.0016000000000000003,1.0,1.3195079107728942,-4
249,4,16,64,5.656854249492381,2.44140625,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,0.00010000000000000002,0.5,1.148698354997035,-5
250,5,25,125,7.476743906106103,3.0517578125,1.5625,1.953125,1.25,1.0,1.0,1.0,6.25,5.0,4
251,5,25,125,7.476743906106103,3.0517578125,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.5904900000000001,5.625,4.256699612603923,3
252,5,25,125,7.476743906106103,3.0517578125,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.3276800000000001,5.0,3.623898318388478,2
253,5,25,125,7.476743906106103,3.0517578125,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.16806999999999994,4.375,3.0851693136000478,1
254,5,25,125,7.476743906106103,3.0517578125,1.5625,1.953125,1.25,0.528067042076036,0.36,0.07775999999999998,3.75,2.626527804403767,0
255,5,25,125,7.476743906106103,3.0517578125,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.03125,3.125,2.23606797749979,-1
256,5,25,125,7.476743906106103,3.0517578125,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,0.010240000000000003,2.5,1.9036539387158786,-2
257,5,25,125,7.476743906106103,3.0517578125,1.5625,1.953125,1.25,0.22202484134768558,0.09,0.0024299999999999994,1.875,1.6206565966927624,-3
258,5,25,125,7.476743906106103,3.0517578125,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,0.0003200000000000001,1.25,1.379729661461215,-4
259,5,25,125,7.476743906106103,3.0517578125,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000003e-05,0.625,1.174618943088019,-5
260,6,36,216,9.390507480439723,3.814697265625,1.5625,1.953125,1.25,1.0,1.0,1.0,7.5,6.0,4
261,6,36,216,9.390507480439723,3.814697265625,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.531441,6.75,5.015752812467621,3
262,6,36,216,9.390507480439723,3.814697265625,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.2621440000000001,6.000000000000001,4.192962712629476,2
263,6,36,216,9.390507480439723,3.814697265625,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.11764899999999996,5.249999999999999,3.5051440864071925,1
264,6,36,216,9.390507480439723,3.814697265625,1.5625,1.953125,1.25,0.528067042076036,0.36,0.04665599999999999,4.5,2.930156051583521,0
265,6,36,216,9.390507480439723,3.814697265625,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.015625,3.75,2.449489742783178,-1
266,6,36,216,9.390507480439723,3.814697265625,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,0.0040960000000000015,3.0000000000000004,2.0476725110792193,-2
267,6,36,216,9.390507480439723,3.814697265625,1.5625,1.953125,1.25,0.22202484134768558,0.09,0.0007289999999999998,2.25,1.711769859409705,-3
268,6,36,216,9.390507480439723,3.814697265625,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,6.400000000000002e-05,1.5000000000000002,1.4309690811052556,-4
269,6,36,216,9.390507480439723,3.814697265625,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000004e-06,0.7500000000000001,1.1962311988513155,-5
270,7,49,343,11.3860359318845,4.76837158203125,1.5625,1.953125,1.25,1.0,1.0,1.0,8.75,7.0,4
271,7,49,343,11.3860359318845,4.76837158203125,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.4782969000000001,7.875,5.76219877795131,3
272,7,49,343,11.3860359318845,4.76837158203125,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.20971520000000007,7.000000000000001,4.743276393803367,2
273,7,49,343,11.3860359318845,4.76837158203125,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.08235429999999996,6.124999999999999,3.9045287771227217,1
274,7,49,343,11.3860359318845,4.76837158203125,1.5625,1.953125,1.25,0.528067042076036,0.36,0.027993599999999993,5.25,3.2140958497160383,0
275,7,49,343,11.3860359318845,4.76837158203125,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.0078125,4.375,2.6457513110645907,-1
276,7,49,343,11.3860359318845,4.76837158203125,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,0.0016384000000000006,3.5000000000000004,2.17790642448278,-2
277,7,49,343,11.3860359318845,4.76837158203125,1.5625,1.953125,1.25,0.22202484134768558,0.09,0.00021869999999999995,2.625,1.792789962520997,-3
278,7,49,343,11.3860359318845,4.76837158203125,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,1.2800000000000005e-05,1.7500000000000002,1.4757731615945522,-4
279,7,49,343,11.3860359318845,4.76837158203125,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000004e-07,0.8750000000000001,1.214814044039067,-5
280,8,64,512,13.454342644059432,5.9604644775390625,1.5625,1.953125,1.25,1.0,1.0,1.0,10.0,8.0,4
281,8,64,512,13.454342644059432,5.9604644775390625,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.4304672100000001,9.0,6.498019170849885,3
282,8,64,512,13.454342644059432,5.9604644775390625,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.1677721600000001,8.0,5.278031643091578,2
283,8,64,512,13.454342644059432,5.9604644775390625,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.05764800999999997,7.0,4.2870938501451725,1
284,8,64,512,13.454342644059432,5.9604644775390625,1.5625,1.953125,1.25,0.528067042076036,0.36,0.016796159999999994,6.0,3.4822022531844965,0
285,8,64,512,13.454342644059432,5.9604644775390625,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.00390625,5.0,2.8284271247461903,-1
286,8,64,512,13.454342644059432,5.9604644775390625,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,0.0006553600000000003,4.0,2.29739670999407,-2
287,8,64,512,13.454342644059432,5.9604644775390625,1.5625,1.953125,1.25,0.22202484134768558,0.09,6.560999999999998e-05,3.0,1.8660659830736148,-3
288,8,64,512,13.454342644059432,5.9604644775390625,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,2.5600000000000013e-06,2.0,1.5157165665103982,-4
289,8,64,512,13.454342644059432,5.9604644775390625,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000005e-08,1.0,1.2311444133449163,-5
290,9,81,729,15.588457268119896,7.450580596923828,1.5625,1.953125,1.25,1.0,1.0,1.0,11.25,9.0,4
291,9,81,729,15.588457268119896,7.450580596923828,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.3874204890000001,10.125,7.224674055842076,3
292,9,81,729,15.588457268119896,7.450580596923828,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.13421772800000006,9.0,5.799546134795289,2
293,9,81,729,15.588457268119896,7.450580596923828,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.04035360699999998,7.875,4.655536721746079,1
294,9,81,729,15.588457268119896,7.450580596923828,1.5625,1.953125,1.25,0.528067042076036,0.36,0.010077695999999997,6.749999999999999,3.7371928188465517,0
295,9,81,729,15.588457268119896,7.450580596923828,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.001953125,5.625,3.0,-1
296,9,81,729,15.588457268119896,7.450580596923828,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,0.0002621440000000001,4.5,2.4082246852806923,-2
297,9,81,729,15.588457268119896,7.450580596923828,1.5625,1.953125,1.25,0.22202484134768558,0.09,1.9682999999999994e-05,3.3749999999999996,1.9331820449317627,-3
298,9,81,729,15.588457268119896,7.450580596923828,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,5.120000000000002e-07,2.25,1.5518455739153598,-4
299,9,81,729,15.588457268119896,7.450580596923828,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000005e-09,1.125,1.2457309396155174,-5
300,10,100,1000,17.78279410038923,9.313225746154785,1.5625,1.953125,1.25,1.0,1.0,1.0,12.5,10.0,4
301,10,100,1000,17.78279410038923,9.313225746154785,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.3486784401000001,11.25,7.943282347242816,3
302,10,100,1000,17.78279410038923,9.313225746154785,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.10737418240000006,10.0,6.309573444801933,2
303,10,100,1000,17.78279410038923,9.313225746154785,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.02824752489999998,8.75,5.011872336272722,1
304,10,100,1000,17.78279410038923,9.313225746154785,1.5625,1.953125,1.25,0.528067042076036,0.36,0.006046617599999997,7.5,3.9810717055349722,0
305,10,100,1000,17.78279410038923,9.313225746154785,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.0009765625,6.25,3.1622776601683795,-1
306,10,100,1000,17.78279410038923,9.313225746154785,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,0.00010485760000000006,5.0,2.51188643150958,-2
307,10,100,1000,17.78279410038923,9.313225746154785,1.5625,1.953125,1.25,0.22202484134768558,0.09,5.9048999999999975e-06,3.75,1.9952623149688795,-3
308,10,100,1000,17.78279410038923,9.313225746154785,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,1.0240000000000006e-07,2.5,1.5848931924611136,-4
309,10,100,1000,17.78279410038923,9.313225746154785,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000006e-10,1.25,1.2589254117941673,-5
310,11,121,1331,20.032763155216593,11.641532182693481,1.5625,1.953125,1.25,1.0,1.0,1.0,13.75,11.0,4
311,11,121,1331,20.032763155216593,11.641532182693481,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.31381059609000006,12.375,8.654727864164496,3
312,11,121,1331,20.032763155216593,11.641532182693481,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.08589934592000005,11.0,6.809483127522302,2
313,11,121,1331,20.032763155216593,11.641532182693481,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.019773267429999988,9.625,5.357656669484113,1
314,11,121,1331,20.032763155216593,11.641532182693481,1.5625,1.953125,1.25,0.528067042076036,0.36,0.0036279705599999985,8.25,4.2153691330919,0
315,11,121,1331,20.032763155216593,11.641532182693481,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.00048828125,6.875,3.3166247903554,-1
316,11,121,1331,20.032763155216593,11.641532182693481,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,4.1943040000000025e-05,5.5,2.6094986352788734,-2
317,11,121,1331,20.032763155216593,11.641532182693481,1.5625,1.953125,1.25,0.22202484134768558,0.09,1.7714699999999993e-06,4.125,2.053136413658844,-3
318,11,121,1331,20.032763155216593,11.641532182693481,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,2.0480000000000012e-08,2.75,1.615394266202178,-4
319,11,121,1331,20.032763155216593,11.641532182693481,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000006e-11,1.375,1.2709816152101407,-5
320,12,144,1728,22.33451661845039,14.551915228366852,1.5625,1.953125,1.25,1.0,1.0,1.0,15.0,12.0,4
321,12,144,1728,22.33451661845039,14.551915228366852,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.2824295364810001,13.5,9.359725702851641,3
322,12,144,1728,22.33451661845039,14.551915228366852,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.06871947673600004,12.000000000000002,7.30037210271847,2
323,12,144,1728,22.33451661845039,14.551915228366852,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.01384128720099999,10.499999999999998,5.69412336751626,1
324,12,144,1728,22.33451661845039,14.551915228366852,1.5625,1.953125,1.25,0.528067042076036,0.36,0.002176782335999999,9.0,4.44128606984584,0
325,12,144,1728,22.33451661845039,14.551915228366852,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.000244140625,7.5,3.4641016151377544,-1
326,12,144,1728,22.33451661845039,14.551915228366852,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,1.677721600000001e-05,6.000000000000001,2.701920077041227,-2
327,12,144,1728,22.33451661845039,14.551915228366852,1.5625,1.953125,1.25,0.22202484134768558,0.09,5.314409999999998e-07,4.5,2.107435899344471,-3
328,12,144,1728,22.33451661845039,14.551915228366852,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,4.096000000000002e-09,3.0000000000000004,1.6437518295172258,-4
329,12,144,1728,22.33451661845039,14.551915228366852,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000006e-12,1.5000000000000002,1.2820888539868154,-5
330,13,169,2197,24.684775987507244,18.189894035458565,1.5625,1.953125,1.25,1.0,1.0,1.0,16.25,13.0,4
331,13,169,2197,24.684775987507244,18.189894035458565,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.2541865828329001,14.625000000000002,10.058865869794325,3
332,13,169,2197,24.684775987507244,18.189894035458565,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.054975581388800036,13.0,7.783137122039472,2
333,13,169,2197,24.684775987507244,18.189894035458565,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.009688901040699992,11.375,6.022271719754773,1
334,13,169,2197,24.684775987507244,18.189894035458565,1.5625,1.953125,1.25,0.528067042076036,0.36,0.0013060694015999993,9.75,4.659786420036066,0
335,13,169,2197,24.684775987507244,18.189894035458565,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.0001220703125,8.125,3.605551275463989,-1
336,13,169,2197,24.684775987507244,18.189894035458565,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,6.7108864000000044e-06,6.5,2.789827435889086,-2
337,13,169,2197,24.684775987507244,18.189894035458565,1.5625,1.953125,1.25,0.22202484134768558,0.09,1.5943229999999992e-07,4.875,2.1586538444215795,-3
338,13,169,2197,24.684775987507244,18.189894035458565,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,8.192000000000005e-10,3.25,1.6702776523348104,-4
339,13,169,2197,24.684775987507244,18.189894035458565,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000007e-13,1.625,1.2923922207808318,-5
340,14,196,2744,27.08070988374737,22.737367544323206,1.5625,1.953125,1.25,1.0,1.0,1.0,17.5,14.0,4
341,14,196,2744,27.08070988374737,22.737367544323206,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.2287679245496101,15.75,10.752643127243294,3
342,14,196,2744,27.08070988374737,22.737367544323206,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.043980465111040035,14.000000000000002,8.258523872989459,2
343,14,196,2744,27.08070988374737,22.737367544323206,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.006782230728489994,12.249999999999998,6.342925711719625,1
344,14,196,2744,27.08070988374737,22.737367544323206,1.5625,1.953125,1.25,0.528067042076036,0.36,0.0007836416409599996,10.5,4.871658325766914,0
345,14,196,2744,27.08070988374737,22.737367544323206,1.5625,1.953125,1.25,0.42044820762685725,0.25,6.103515625e-05,8.75,3.7416573867739413,-1
346,14,196,2744,27.08070988374737,22.737367544323206,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,2.684354560000002e-06,7.000000000000001,2.8737647560281374,-2
347,14,196,2744,27.08070988374737,22.737367544323206,1.5625,1.953125,1.25,0.22202484134768558,0.09,4.782968999999997e-08,5.25,2.2071833466585673,-3
348,14,196,2744,27.08070988374737,22.737367544323206,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,1.6384000000000013e-10,3.5000000000000004,1.6952182030724354,-4
349,14,196,2744,27.08070988374737,22.737367544323206,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000008e-14,1.7500000000000002,1.3020054543174677,-5
350,15,225,3375,29.519845068981457,28.421709430404007,1.5625,1.953125,1.25,1.0,1.0,1.0,18.75,15.0,4
351,15,225,3375,29.519845068981457,28.421709430404007,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.20589113209464907,16.875,11.44147808674014,3
352,15,225,3375,29.519845068981457,28.421709430404007,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.03518437208883203,15.0,8.727161387290321,2
353,15,225,3375,29.519845068981457,28.421709430404007,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.004747561509942996,13.125,6.656775051475125,1
354,15,225,3375,29.519845068981457,28.421709430404007,1.5625,1.953125,1.25,0.528067042076036,0.36,0.00047018498457599973,11.25,5.077556391987407,0
355,15,225,3375,29.519845068981457,28.421709430404007,1.5625,1.953125,1.25,0.42044820762685725,0.25,3.0517578125e-05,9.375,3.872983346207417,-1
356,15,225,3375,29.519845068981457,28.421709430404007,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,1.073741824000001e-06,7.5,2.9541769390627777,-2
357,15,225,3375,29.519845068981457,28.421709430404007,1.5625,1.953125,1.25,0.22202484134768558,0.09,1.4348906999999992e-08,5.625,2.2533433808426553,-3
358,15,225,3375,29.519845068981457,28.421709430404007,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000009e-15,1.875,1.31101942303975,-4
359,15,225,3375,29.519845068981457,28.421709430404007,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,3.276800000000003e-11,3.75,1.7187719275874789,-5
360,16,256,4096,32.0,35.52713678800501,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,6.5536000000000055e-12,4.0,1.7411011265922482,4
361,16,256,4096,32.0,35.52713678800501,1.5625,1.953125,1.25,1.0,1.0,1.0,20.0,16.0,3
362,16,256,4096,32.0,35.52713678800501,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.18530201888518416,18.0,12.125732532083186,2
363,16,256,4096,32.0,35.52713678800501,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.028147497671065624,16.0,9.18958683997628,1
364,16,256,4096,32.0,35.52713678800501,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.0033232930569600965,14.0,6.964404506368992,0
365,16,256,4096,32.0,35.52713678800501,1.5625,1.953125,1.25,0.528067042076036,0.36,0.00028211099074559984,12.0,5.278031643091577,-1
366,16,256,4096,32.0,35.52713678800501,1.5625,1.953125,1.25,0.42044820762685725,0.25,1.52587890625e-05,10.0,4.0,-2
367,16,256,4096,32.0,35.52713678800501,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,4.2949672960000036e-07,8.0,3.0314331330207964,-3
368,16,256,4096,32.0,35.52713678800501,1.5625,1.953125,1.25,0.22202484134768558,0.09,4.3046720999999976e-09,6.0,2.2973967099940698,-4
369,16,256,4096,32.0,35.52713678800501,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0000000000000008e-16,2.0,1.3195079107728942,-5
370,17,289,4913,34.51923414277182,44.40892098500626,1.5625,1.953125,1.25,1.0,1.0,1.0,21.25,17.0,4
371,17,289,4913,34.51923414277182,44.40892098500626,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.16677181699666577,19.125,12.805720813725664,3
372,17,289,4913,34.51923414277182,44.40892098500626,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.022517998136852502,17.0,9.646263856416864,2
373,17,289,4913,34.51923414277182,44.40892098500626,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.0023263051398720674,14.874999999999998,7.26631540240041,1
374,17,289,4913,34.51923414277182,44.40892098500626,1.5625,1.953125,1.25,0.528067042076036,0.36,0.00016926659444735988,12.75,5.473553316918489,0
375,17,289,4913,34.51923414277182,44.40892098500626,1.5625,1.953125,1.25,0.42044820762685725,0.25,7.62939453125e-06,10.625,4.123105625617661,-1
376,17,289,4913,34.51923414277182,44.40892098500626,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,1.7179869184000017e-07,8.5,3.1058435015977324,-2
377,17,289,4913,34.51923414277182,44.40892098500626,1.5625,1.953125,1.25,0.22202484134768558,0.09,1.291401629999999e-09,6.375,2.3395626336814512,-3
378,17,289,4913,34.51923414277182,44.40892098500626,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,1.3107200000000013e-12,4.25,1.762340347832317,-4
379,17,289,4913,34.51923414277182,44.40892098500626,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.000000000000001e-17,2.125,1.3275316748885193,-5
380,18,324,5832,37.07580859032812,55.51115123125783,1.5625,1.953125,1.25,1.0,1.0,1.0,22.5,18.0,4
381,18,324,5832,37.07580859032812,55.51115123125783,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.15009463529699918,20.25,13.481718494401385,3
382,18,324,5832,37.07580859032812,55.51115123125783,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.018014398509482003,18.0,10.097596309015797,2
383,18,324,5832,37.07580859032812,55.51115123125783,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.001628413597910447,15.75,7.56294171712541,1
384,18,324,5832,37.07580859032812,55.51115123125783,1.5625,1.953125,1.25,0.528067042076036,0.36,0.00010155995666841593,13.499999999999998,5.664525067769412,0
385,18,324,5832,37.07580859032812,55.51115123125783,1.5625,1.953125,1.25,0.42044820762685725,0.25,3.814697265625e-06,11.25,4.242640687119285,-1
386,18,324,5832,37.07580859032812,55.51115123125783,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,6.871947673600007e-08,9.0,3.177671523146437,-2
387,18,324,5832,37.07580859032812,55.51115123125783,1.5625,1.953125,1.25,0.22202484134768558,0.09,3.8742048899999975e-10,6.749999999999999,2.3800262745964407,-3
388,18,324,5832,37.07580859032812,55.51115123125783,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,2.6214400000000027e-13,4.5,1.7826024579660034,-4
389,18,324,5832,37.07580859032812,55.51115123125783,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.000000000000001e-18,2.25,1.335141362540313,-5
390,19,361,6859,39.66815496866703,69.38893903907228,1.5625,1.953125,1.25,1.0,1.0,1.0,23.75,19.0,4
391,19,361,6859,39.66815496866703,69.38893903907228,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.13508517176729928,21.375,14.153969025366557,3
392,19,361,6859,39.66815496866703,69.38893903907228,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.014411518807585602,19.0,10.543938903738733,2
393,19,361,6859,39.66815496866703,69.38893903907228,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.001139889518537313,16.625,7.85466234994081,1
394,19,361,6859,39.66815496866703,69.38893903907228,1.5625,1.953125,1.25,0.528067042076036,0.36,6.093597400104956e-05,14.25,5.851297242409216,0
395,19,361,6859,39.66815496866703,69.38893903907228,1.5625,1.953125,1.25,0.42044820762685725,0.25,1.9073486328125e-06,11.875,4.358898943540674,-1
396,19,361,6859,39.66815496866703,69.38893903907228,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,2.748779069440003e-08,9.5,3.2471431911356685,-2
397,19,361,6859,39.66815496866703,69.38893903907228,1.5625,1.953125,1.25,0.22202484134768558,0.09,1.1622614669999992e-10,7.125,2.4189454814875875,-3
398,19,361,6859,39.66815496866703,69.38893903907228,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,5.2428800000000056e-14,4.75,1.8019831273171423,-4
399,19,361,6859,39.66815496866703,69.38893903907228,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.000000000000001e-19,2.375,1.3423796509621049,-5
400,0,0,0,0.0,1.0,2.25,3.375,1.5,0.0316227766016838,0.010000000000000002,1.0,0.0,0.0,4
401,0,0,0,0.0,1.0,2.25,3.375,1.5,0.0894427190999916,0.04000000000000001,1.0,0.0,0.0,3
402,0,0,0,0.0,1.0,2.25,3.375,1.5,0.1643167672515498,0.09,1.0,0.0,0.0,2
403,0,0,0,0.0,1.0,2.25,3.375,1.5,0.2529822128134704,0.16000000000000003,1.0,0.0,0.0,1
404,0,0,0,0.0,1.0,2.25,3.375,1.5,0.3535533905932738,0.25,1.0,0.0,0.0,0
